Municipio,Sector,Estrato,Servicio,Cargo Fijo,Cargo por Consumo Menor,Cargo por Consumo Mayor,Cargo por Consumo,Suspensión,Reinstalación,Reconexión,Corte,Año,Mes
Sabaneta,Residencial,5,Alcantarillado,5314.35,2808.90,2808.90,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Copacabana,Residencial,5,Acueducto,10061.76,3841.70,3841.70,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Copacabana,Residencial,3,Acueducto,6172.86,2356.87,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
La Estrella,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,1872.60,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Itaguí,Residencial,3,Alcantarillado,3365.76,1778.97,1872.60,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Medellín,Residencial,5,Acueducto,9259.29,3535.31,3535.31,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Medellín,Comercial,Comercial,Acueducto,9259.29,0.00,0.00,3535.31,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Bello,Residencial,1,Acueducto,2469.14,942.75,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Noviembre
Caldas,Residencial,4,Acueducto,6172.86,1778.89,1778.89,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Caldas,Residencial,5,Acueducto,9259.29,2668.34,2668.34,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
La Estrella,Residencial,6,Acueducto,9876.58,3770.99,3770.99,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
La Estrella,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,1875.78,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Envigado,Residencial,4,Alcantarillado,3542.90,1875.78,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Sabaneta,Residencial,5,Acueducto,9259.29,3535.31,3535.31,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Copacabana,Residencial,6,Alcantarillado,6270.93,3320.13,3320.13,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Sabaneta,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,2356.87,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Girardota,Industrial,Industrial,Acueducto,9259.29,0.00,0.00,3535.31,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Todos,Todos,Todos,Acueducto,0.00,0.00,0.00,0.00,10326.62,8851.87,16229.00,17703.74,2018,Diciembre
Bello,Residencial,4,Acueducto,6172.86,2356.87,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Medellín,Industrial,Industrial,Alcantarillado,4605.77,0.00,0.00,2438.51,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Itaguí,Residencial,4,Acueducto,6172.86,2356.87,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Caldas,Comercial,Comercial,Acueducto,9259.29,0.00,0.00,2668.34,0.00,0.00,0.00,0.00,2018,Diciembre
Bello,Residencial,5,Acueducto,11111.15,4242.37,4242.37,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Bello,Residencial,1,Alcantarillado,1062.87,562.73,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Girardota,Residencial,1,Alcantarillado,1062.87,562.73,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Sabaneta,Residencial,4,Alcantarillado,3542.90,1875.78,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Caldas,Residencial,6,Alcantarillado,5668.64,1487.46,1487.46,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Girardota,Residencial,5,Acueducto,9259.29,3535.31,3535.31,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Itaguí,Residencial,4,Alcantarillado,3542.90,1875.78,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Envigado,Residencial,6,Acueducto,10617.32,4053.82,4053.82,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Copacabana,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,1875.78,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Sabaneta,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,1875.78,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
La Estrella,Residencial,6,Alcantarillado,5668.64,3001.25,3001.25,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Bello,Residencial,4,Alcantarillado,3542.90,1875.78,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Barbosa,Residencial,2,Acueducto,4938.29,1388.16,1735.20,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Copacabana,Residencial,4,Acueducto,6172.86,2356.87,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Envigado,Residencial,2,Alcantarillado,2125.74,1125.47,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Girardota,Residencial,5,Alcantarillado,5314.35,2813.67,2813.67,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Itaguí,Industrial,Industrial,Acueducto,8642.00,0.00,0.00,3299.62,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Copacabana,Residencial,5,Alcantarillado,5314.35,2813.67,2813.67,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Copacabana,Residencial,4,Alcantarillado,3542.90,1875.78,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Girardota,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,2356.87,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Barbosa,Residencial,6,Alcantarillado,5668.64,1906.13,1906.13,0.00,0.00,0.00,0.00,0.00,2018,Diciembre
Copacabana,Residencial,2,Acueducto,3827.17,1461.26,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Medellín,Residencial,4,Alcantarillado,3542.90,1875.78,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Caldas,Residencial,1,Acueducto,3333.34,960.60,1778.89,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Envigado,Residencial,1,Acueducto,1851.86,707.06,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Girardota,Residencial,4,Acueducto,6172.86,2356.87,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Itaguí,Residencial,6,Acueducto,9876.58,3770.99,3770.99,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Envigado,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,1875.78,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Copacabana,Residencial,1,Alcantarillado,1771.45,937.89,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Copacabana,Comercial,Comercial,Acueducto,9259.29,0.00,0.00,3919.47,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Caldas,Residencial,2,Acueducto,5246.93,1512.06,1778.89,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Envigado,Industrial,Industrial,Alcantarillado,5314.35,0.00,0.00,2813.67,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Medellín,Residencial,1,Acueducto,2469.14,942.75,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Itaguí,Residencial,3,Alcantarillado,3365.76,1781.99,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Bello,Residencial,1,Acueducto,2469.14,942.75,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Barbosa,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,1191.33,10326.62,8851.87,16229.00,17703.74,2018,Diciembre
Girardota,Residencial,6,Acueducto,9876.58,3770.99,3770.99,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Bello,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,1875.78,10326.62,8851.87,16229.00,17703.74,2018,Diciembre
Girardota,Residencial,3,Alcantarillado,3011.47,1594.41,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Girardota,Residencial,2,Alcantarillado,2125.74,1125.47,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Envigado,Industrial,Industrial,Acueducto,9567.93,0.00,0.00,3653.15,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
La Estrella,Industrial,Industrial,Acueducto,8642.00,0.00,0.00,3299.62,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Caldas,Industrial,Industrial,Alcantarillado,4605.77,0.00,0.00,1208.56,0.00,0.00,0.00,0.00,2018,Diciembre
Sabaneta,Residencial,2,Alcantarillado,2125.74,1125.47,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
La Estrella,Residencial,1,Alcantarillado,1771.45,937.89,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Bello,Residencial,3,Alcantarillado,3188.61,1688.20,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
La Estrella,Residencial,3,Alcantarillado,3542.90,1875.78,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Medellín,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,2356.87,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Itaguí,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,1875.78,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Envigado,Residencial,5,Alcantarillado,5597.78,2963.73,2958.71,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Sabaneta,Residencial,1,Alcantarillado,1062.87,562.73,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Bello,Industrial,Industrial,Alcantarillado,5314.35,0.00,0.00,2813.67,10326.62,8851.87,16229.00,17703.74,2018,Diciembre
La Estrella,Residencial,2,Acueducto,3703.72,1414.12,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Barbosa,Residencial,1,Alcantarillado,2657.18,893.50,1191.33,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Itaguí,Comercial,Comercial,Alcantarillado,5314.35,0.00,0.00,2813.67,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
La Estrella,Residencial,2,Alcantarillado,2125.74,1125.47,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Girardota,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,1875.78,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Envigado,Comercial,Comercial,Acueducto,9567.93,0.00,0.00,3653.15,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Envigado,Residencial,5,Acueducto,10185.22,3888.84,3888.84,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Barbosa,Comercial,Comercial,Acueducto,9259.29,0.00,0.00,2602.80,0.00,0.00,0.00,0.00,2018,Diciembre
La Estrella,Residencial,4,Acueducto,6172.86,2356.87,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Girardota,Residencial,3,Acueducto,5246.93,2003.34,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Sabaneta,Industrial,Industrial,Acueducto,8870.40,0.00,0.00,3386.82,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Envigado,Residencial,6,Alcantarillado,5881.21,3113.79,3113.79,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Girardota,Residencial,2,Acueducto,3703.72,1414.12,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
La Estrella,Residencial,4,Alcantarillado,3542.90,1875.78,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
La Estrella,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,2356.87,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Itaguí,Industrial,Industrial,Alcantarillado,4605.77,0.00,0.00,2438.51,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Copacabana,Residencial,2,Alcantarillado,2125.74,1125.47,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Medellín,Industrial,Industrial,Acueducto,8024.72,0.00,0.00,3063.93,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Barbosa,Industrial,Industrial,Alcantarillado,5314.35,0.00,0.00,1787.00,10326.62,8851.87,16229.00,17703.74,2018,Diciembre
Copacabana,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,2356.87,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Caldas,Industrial,Industrial,Acueducto,8024.72,0.00,0.00,2312.56,10326.62,8851.87,16229.00,17703.74,2018,Diciembre
Copacabana,Residencial,3,Acueducto,6172.86,2356.87,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
La Estrella,Residencial,1,Acueducto,3086.43,1178.44,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Bello,Industrial,Industrial,Acueducto,9259.29,0.00,0.00,3535.31,0.00,0.00,0.00,0.00,2018,Diciembre
Itaguí,Residencial,3,Acueducto,5864.22,2239.03,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Girardota,Comercial,Comercial,Acueducto,9259.29,0.00,0.00,3535.31,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Copacabana,Residencial,6,Acueducto,11913.62,4548.76,4548.76,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Medellín,Residencial,6,Alcantarillado,5668.64,3001.25,3001.25,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Caldas,Residencial,5,Alcantarillado,5314.35,1394.49,1394.49,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Sabaneta,Industrial,Industrial,Alcantarillado,5151.38,0.00,0.00,2727.38,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Barbosa,Residencial,5,Alcantarillado,5314.35,1787.00,1787.00,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Medellín,Residencial,3,Alcantarillado,3100.04,1641.31,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Caldas,Residencial,1,Alcantarillado,2905.18,762.32,929.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Barbosa,Residencial,6,Acueducto,9876.58,2776.32,2776.32,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Bello,Residencial,2,Acueducto,3703.72,1414.12,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Sabaneta,Residencial,2,Acueducto,3703.72,1414.12,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Envigado,Residencial,4,Acueducto,6172.86,2356.87,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Bello,Residencial,6,Alcantarillado,6377.22,3376.40,3376.40,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Envigado,Comercial,Comercial,Alcantarillado,5491.50,0.00,0.00,2907.46,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Sabaneta,Residencial,4,Acueducto,6172.86,2356.87,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Copacabana,Comercial,Comercial,Alcantarillado,5314.35,0.00,0.00,2813.67,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Bello,Comercial,Comercial,Acueducto,9567.93,0.00,0.00,3653.15,0.00,0.00,0.00,0.00,2018,Diciembre
Sabaneta,Comercial,Comercial,Alcantarillado,5491.50,0.00,0.00,2907.46,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Caldas,Residencial,6,Acueducto,9876.58,2846.22,2846.22,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Barbosa,Residencial,1,Acueducto,4321.00,1214.64,1735.20,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Girardota,Residencial,4,Alcantarillado,3542.90,1875.78,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Bello,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,2356.87,0.00,0.00,0.00,0.00,2018,Diciembre
Sabaneta,Residencial,6,Acueducto,9876.58,3770.99,3770.99,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Medellín,Residencial,5,Alcantarillado,5314.35,2813.67,2813.67,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Bello,Comercial,Comercial,Alcantarillado,5491.50,0.00,0.00,2907.46,10326.62,8851.87,16229.00,17703.74,2018,Diciembre
Barbosa,Comercial,Comercial,Alcantarillado,5314.35,0.00,0.00,1787.00,10326.62,8851.87,16229.00,17703.74,2018,Diciembre
Barbosa,Residencial,2,Alcantarillado,2834.32,953.06,1191.33,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Caldas,Residencial,2,Alcantarillado,3046.89,799.51,929.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Medellín,Comercial,Comercial,Alcantarillado,5314.35,0.00,0.00,2813.67,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Bello,Residencial,2,Alcantarillado,2125.74,1125.47,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Envigado,Residencial,1,Alcantarillado,1062.87,562.73,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
La Estrella,Comercial,Comercial,Alcantarillado,5491.50,0.00,0.00,2907.46,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Barbosa,Residencial,4,Acueducto,6172.86,1735.20,1735.20,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
La Estrella,Residencial,5,Alcantarillado,5314.35,2813.67,2813.67,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Girardota,Industrial,Industrial,Alcantarillado,5314.35,0.00,0.00,2813.67,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Copacabana,Industrial,Industrial,Acueducto,8024.72,0.00,0.00,3919.47,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Medellín,Residencial,6,Acueducto,9876.58,3770.99,3770.99,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Medellín,Residencial,4,Acueducto,6172.86,2356.87,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Barbosa,Industrial,Industrial,Acueducto,9259.29,0.00,0.00,2602.80,0.00,0.00,0.00,0.00,2018,Diciembre
La Estrella,Comercial,Comercial,Acueducto,9567.93,0.00,0.00,3653.15,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Copacabana,Industrial,Industrial,Alcantarillado,4605.77,0.00,0.00,2438.51,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Bello,Residencial,6,Acueducto,11111.15,4242.37,4242.37,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
La Estrella,Residencial,5,Acueducto,9259.29,3535.31,3535.31,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Caldas,Comercial,Comercial,Alcantarillado,5314.35,0.00,0.00,1394.49,10326.62,8851.87,16229.00,17703.74,2018,Diciembre
Barbosa,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,1735.20,0.00,0.00,0.00,0.00,2018,Diciembre
Medellín,Residencial,5,Acueducto,9259.29,3535.31,3535.31,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Barbosa,Residencial,3,Alcantarillado,3542.90,1191.33,1191.33,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Envigado,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,2356.87,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Medellín,Residencial,2,Alcantarillado,2125.74,1125.47,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Caldas,Residencial,3,Acueducto,6172.86,1778.89,1778.89,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Caldas,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,1778.89,10326.62,8851.87,16229.00,17703.74,2018,Diciembre
Itaguí,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,2356.87,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
La Estrella,Industrial,Industrial,Alcantarillado,4960.06,0.00,0.00,2626.09,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Medellín,Comercial,Comercial,Acueducto,9259.29,0.00,0.00,3535.31,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Itaguí,Residencial,1,Acueducto,3395.07,1296.28,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Itaguí,Residencial,5,Acueducto,9259.29,3535.31,3535.31,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Envigado,Residencial,3,Acueducto,5864.22,2239.03,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Sabaneta,Residencial,5,Alcantarillado,5314.35,2813.67,2808.90,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
La Estrella,Residencial,3,Acueducto,6172.86,2356.87,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Itaguí,Comercial,Comercial,Acueducto,9876.58,0.00,0.00,3770.99,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Sabaneta,Residencial,1,Acueducto,1851.86,707.06,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Itaguí,Residencial,6,Alcantarillado,5668.64,3001.25,3001.25,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Envigado,Residencial,3,Alcantarillado,3294.90,1744.48,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Itaguí,Residencial,2,Alcantarillado,2302.89,1219.26,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Barbosa,Residencial,3,Acueducto,6172.86,1735.20,1735.20,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Sabaneta,Residencial,3,Alcantarillado,3330.33,1763.23,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Copacabana,Residencial,1,Acueducto,3086.43,1178.44,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Girardota,Comercial,Comercial,Alcantarillado,5314.35,0.00,0.00,2813.67,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Girardota,Residencial,6,Alcantarillado,5668.64,3001.25,3001.25,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Medellín,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,1875.78,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Caldas,Residencial,4,Alcantarillado,3542.90,929.66,929.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Itaguí,Residencial,5,Alcantarillado,5314.35,2813.67,2813.67,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Bello,Residencial,5,Alcantarillado,6377.22,3376.40,3376.40,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Caldas,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,929.66,0.00,0.00,0.00,0.00,2018,Diciembre
Copacabana,Residencial,5,Acueducto,10061.76,3841.70,3841.70,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Medellín,Residencial,2,Acueducto,3703.72,1414.12,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Bello,Residencial,3,Acueducto,6172.86,2356.87,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Envigado,Residencial,2,Acueducto,3703.72,1414.12,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Barbosa,Residencial,5,Acueducto,9259.29,2602.80,2602.80,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Itaguí,Residencial,2,Acueducto,4012.36,1531.97,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Girardota,Residencial,1,Acueducto,1851.86,707.06,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Sabaneta,Residencial,3,Acueducto,5987.67,2286.16,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Itaguí,Residencial,1,Alcantarillado,1948.60,1031.68,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Sabaneta,Residencial,6,Alcantarillado,5668.64,3001.25,3001.25,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Medellín,Residencial,3,Acueducto,5401.25,2062.26,2356.87,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Caldas,Residencial,3,Alcantarillado,3401.18,883.18,929.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
Copacabana,Residencial,3,Alcantarillado,3542.90,1875.78,1875.78,0.00,10935.89,9374.13,17186.50,18748.25,2018,Diciembre
